"name" "continent"	"date"	"isUpdated"	"confirmAdd"	"confirmAddCut"	"confirm"	"suspect"	"dead"	"heal"	"nowConfirm"	"confirmCompare"	"nowConfirmCompare"	"healCompare"	"deadCompare"
"德国"	"欧洲"	"12.17"	"False"	"32195"	"0"	"1423830"	"0"	"24316"	"1056477"	"343037"	"32195"	"7074"	"24453"	"668"
"墨西哥"	"北美洲"	"12.17"	"False"	"10297"	"0"	"1277499"	"0"	"115769"	"945673"	"216057"	"10297"	"2043"	"7584"	"670"
"波兰"	"欧洲"	"12.17"	"False"	"11953"	"0"	"1171854"	"0"	"24345"	"903349"	"244160"	"11953"	"823"	"10699"	"431"
"伊朗"	"亚洲"	"12.17"	"False"	"7453"	"0"	"1138530"	"0"	"53095"	"856513"	"228922"	"7453"	"-4842"	"12083"	"212"
"秘鲁"	"南美洲"	"12.17"	"False"	"0"	"0"	"986130"	"0"	"36754"	"924120"	"25256"	"0"	"-1806"	"1806"	"0"
"乌克兰"	"欧洲"	"12.17"	"False"	"12474"	"0"	"957692"	"0"	"16579"	"569200"	"371913"	"12474"	"-1316"	"13525"	"265"
"南非"	"非洲"	"12.17"	"False"	"10008"	"0"	"883687"	"0"	"23827"	"774585"	"85275"	"10008"	"234"	"9608"	"166"
"荷兰"	"欧洲"	"12.17"	"False"	"102"	"0"	"650072"	"0"	"10333"	"8152"	"631587"	"102"	"26"	"75"	"1"
"印度尼西亚"	"亚洲"	"12.17"	"False"	"7354"	"0"	"643508"	"0"	"19390"	"526979"	"97139"	"7354"	"2217"	"4995"	"142"
"比利时"	"欧洲"	"12.17"	"False"	"3636"	"0"	"615058"	"0"	"18278"	"33687"	"563093"	"3636"	"3536"	"0"	"100"
"捷克"	"欧洲"	"12.17"	"False"	"8256"	"0"	"602404"	"0"	"10036"	"522649"	"69719"	"8256"	"3876"	"4226"	"154"
"伊拉克"	"亚洲"	"12.17"	"False"	"1533"	"0"	"580449"	"0"	"12650"	"515321"	"52478"	"1533"	"-397"	"1916"	"14"
"罗马尼亚"	"欧洲"	"12.17"	"False"	"5697"	"0"	"577446"	"0"	"13969"	"477139"	"86338"	"5697"	"-2050"	"7640"	"107"
"智利"	"南美洲"	"12.17"	"False"	"0"	"0"	"576731"	"0"	"15959"	"549852"	"10920"	"0"	"0"	"0"	"0"
"孟加拉"	"亚洲"	"12.17"	"False"	"1134"	"0"	"496975"	"0"	"7192"	"431590"	"58193"	"1134"	"-1141"	"2239"	"36"
"加拿大"	"北美洲"	"12.17"	"False"	"6399"	"0"	"485576"	"0"	"13815"	"397217"	"74544"	"6399"	"1103"	"5178"	"118"
"菲律宾"	"亚洲"	"12.17"	"False"	"1459"	"0"	"454447"	"0"	"8850"	"419902"	"25695"	"1459"	"822"	"620"	"17"
"巴基斯坦"	"亚洲"	"12.17"	"False"	"2545"	"0"	"448522"	"0"	"9080"	"396591"	"42851"	"2545"	"-5518"	"7993"	"70"
"摩洛哥"	"非洲"	"12.17"	"False"	"3351"	"0"	"406970"	"0"	"6749"	"366835"	"33386"	"3351"	"-611"	"3924"	"38"
"瑞士"	"欧洲"	"12.17"	"False"	"5058"	"0"	"399511"	"0"	"6409"	"311500"	"81602"	"5058"	"4965"	"0"	"93"
"以色列"	"亚洲"	"12.17"	"False"	"3325"	"0"	"366612"	"0"	"3040"	"341744"	"21828"	"3325"	"1717"	"1598"	"10"
"沙特阿拉伯"	"亚洲"	"12.17"	"False"	"0"	"0"	"360335"	"0"	"6080"	"351192"	"3063"	"0"	"0"	"0"	"0"
"葡萄牙"	"欧洲"	"12.17"	"False"	"0"	"0"	"358296"	"0"	"5815"	"283719"	"68762"	"0"	"0"	"0"	"0"
"瑞典"	"欧洲"	"12.17"	"False"	"0"	"0"	"348585"	"0"	"7802"	"4917"	"335866"	"0"	"0"	"0"	"0"
"奥地利"	"欧洲"	"12.17"	"False"	"2485"	"0"	"332828"	"0"	"4982"	"294315"	"33531"	"2485"	"-1006"	"3273"	"218"
"匈牙利"	"欧洲"	"12.17"	"False"	"2982"	"0"	"291549"	"0"	"7538"	"86954"	"197057"	"2982"	"-189"	"3014"	"157"
"塞尔维亚"	"欧洲"	"12.17"	"False"	"0"	"0"	"282601"	"0"	"2482"	"15913"	"264206"	"0"	"0"	"0"	"0"
"约旦"	"亚洲"	"12.17"	"False"	"0"	"0"	"267585"	"0"	"3465"	"230274"	"33846"	"0"	"0"	"0"	"0"
"尼泊尔"	"亚洲"	"12.17"	"False"	"776"	"0"	"251692"	"0"	"1749"	"240363"	"9580"	"776"	"-1024"	"1794"	"6"
"厄瓜多尔"	"南美洲"	"12.17"	"False"	"1105"	"0"	"203461"	"0"	"13915"	"177951"	"11595"	"1105"	"1086"	"0"	"19"
"格鲁吉亚"	"亚洲"	"12.17"	"False"	"2981"	"0"	"201368"	"0"	"1953"	"169282"	"30133"	"2981"	"949"	"2001"	"31"
"巴拿马"	"北美洲"	"12.17"	"False"	"2960"	"0"	"199947"	"0"	"3439"	"166600"	"29908"	"2960"	"1187"	"1745"	"28"
"阿塞拜疆"	"亚洲"	"12.17"	"False"	"4124"	"0"	"191460"	"0"	"2088"	"127064"	"62308"	"4124"	"-119"	"4205"	"38"
"日本本土"	"亚洲"	"12.17"	"False"	"3209"	"0"	"190913"	"0"	"2654"	"158114"	"30145"	"3209"	"455"	"2723"	"31"
"哈萨克斯坦"	"亚洲"	"12.17"	"False"	"947"	"0"	"188837"	"0"	"2613"	"160889"	"25335"	"947"	"43"	"904"	"0"
"阿联酋"	"亚洲"	"12.17"	"False"	"0"	"0"	"188545"	"0"	"626"	"165749"	"22170"	"0"	"0"	"0"	"0"
"克罗地亚"	"欧洲"	"12.17"	"False"	"3918"	"0"	"186963"	"0"	"2955"	"161563"	"22445"	"3918"	"43"	"3790"	"85"
"保加利亚"	"欧洲"	"12.17"	"False"	"1959"	"0"	"186246"	"0"	"6196"	"90510"	"89540"	"1959"	"-807"	"2575"	"191"
"白俄罗斯"	"欧洲"	"12.17"	"False"	"1834"	"0"	"167731"	"0"	"1299"	"145397"	"21035"	"1834"	"-198"	"2024"	"8"
"多米尼加"	"北美洲"	"12.17"	"False"	"0"	"0"	"156585"	"0"	"2372"	"121988"	"32225"	"0"	"0"	"0"	"0"
"哥斯达黎加"	"北美洲"	"12.17"	"False"	"1167"	"0"	"155263"	"0"	"1967"	"122947"	"30349"	"1167"	"-760"	"1916"	"11"
"亚美尼亚"	"亚洲"	"12.17"	"False"	"1174"	"0"	"151392"	"0"	"2581"	"129990"	"18821"	"1174"	"-147"	"1296"	"25"
"黎巴嫩"	"亚洲"	"12.17"	"False"	"2056"	"0"	"150933"	"0"	"1234"	"104207"	"45492"	"2056"	"2045"	"0"	"11"
"玻利维亚"	"南美洲"	"12.17"	"False"	"498"	"0"	"148214"	"0"	"9029"	"126950"	"12235"	"498"	"265"	"230"	"3"
"科威特"	"亚洲"	"12.17"	"False"	"0"	"0"	"146971"	"0"	"913"	"142909"	"3149"	"0"	"0"	"0"	"0"
"斯洛伐克"	"欧洲"	"12.17"	"False"	"3045"	"0"	"142133"	"0"	"1378"	"102737"	"38018"	"3045"	"1823"	"1153"	"69"
"卡塔尔"	"亚洲"	"12.17"	"False"	"140"	"0"	"141557"	"0"	"242"	"139243"	"2072"	"140"	"-61"	"201"	"0"
"危地马拉"	"北美洲"	"12.17"	"False"	"0"	"0"	"130828"	"0"	"4510"	"119288"	"7030"	"0"	"0"	"0"	"0"
"摩尔多瓦"	"欧洲"	"12.17"	"False"	"1673"	"0"	"130329"	"0"	"2650"	"112677"	"15002"	"1673"	"285"	"1363"	"25"
"希腊"	"欧洲"	"12.17"	"False"	"1185"	"0"	"127557"	"0"	"3870"	"23074"	"100613"	"1185"	"1100"	"0"	"85"
"阿曼"	"亚洲"	"12.17"	"False"	"184"	"0"	"127019"	"0"	"1483"	"119009"	"6527"	"184"	"-92"	"273"	"3"
"埃及"	"非洲"	"12.17"	"False"	"544"	"0"	"123153"	"0"	"6990"	"105719"	"10444"	"544"	"251"	"269"	"24"
"丹麦"	"欧洲"	"12.17"	"False"	"4"	"0"	"120332"	"0"	"975"	"84331"	"35026"	"4"	"-2"	"6"	"0"
"埃塞俄比亚"	"非洲"	"12.17"	"False"	"464"	"0"	"118006"	"0"	"1818"	"97969"	"18219"	"464"	"-1203"	"1662"	"5"
"巴勒斯坦"	"亚洲"	"12.17"	"False"	"0"	"0"	"115606"	"0"	"1048"	"90952"	"23606"	"0"	"0"	"0"	"0"
"洪都拉斯"	"北美洲"	"12.17"	"False"	"374"	"0"	"115317"	"0"	"3013"	"52945"	"59359"	"374"	"-191"	"553"	"12"
"突尼斯"	"非洲"	"12.17"	"False"	"1306"	"0"	"114547"	"0"	"3997"	"87884"	"22666"	"1306"	"182"	"1083"	"41"
"缅甸"	"亚洲"	"12.17"	"False"	"1233"	"0"	"111900"	"0"	"2346"	"90453"	"19101"	"1233"	"171"	"1035"	"27"
"委内瑞拉"	"南美洲"	"12.17"	"False"	"237"	"0"	"108717"	"0"	"970"	"103492"	"4255"	"237"	"11"	"221"	"5"
"波黑"	"欧洲"	"12.17"	"False"	"0"	"0"	"103232"	"0"	"3511"	"68245"	"31476"	"0"	"0"	"0"	"0"
"立陶宛"	"欧洲"	"12.17"	"False"	"3159"	"0"	"103028"	"0"	"933"	"45113"	"56982"	"3159"	"1399"	"1734"	"26"
"斯洛文尼亚"	"欧洲"	"12.17"	"False"	"1654"	"0"	"102043"	"0"	"2233"	"79193"	"20617"	"1654"	"-129"	"1740"	"43"
"巴拉圭"	"南美洲"	"12.17"	"False"	"856"	"0"	"96209"	"0"	"2014"	"68658"	"25537"	"856"	"128"	"705"	"23"
"阿尔及利亚"	"非洲"	"12.17"	"False"	"442"	"0"	"93507"	"0"	"2631"	"61700"	"29176"	"442"	"41"	"393"	"8"
"利比亚"	"非洲"	"12.17"	"False"	"706"	"0"	"93283"	"0"	"1337"	"63231"	"28715"	"706"	"182"	"511"	"13"
"肯尼亚"	"非洲"	"12.17"	"False"	"0"	"0"	"92853"	"0"	"1614"	"74403"	"16836"	"0"	"0"	"0"	"0"
"巴林"	"亚洲"	"12.17"	"False"	"156"	"0"	"89600"	"0"	"349"	"87690"	"1561"	"156"	"-44"	"200"	"0"
"马来西亚"	"亚洲"	"12.17"	"False"	"1220"	"0"	"89133"	"0"	"432"	"74030"	"14671"	"1220"	"-80"	"1297"	"3"
"吉尔吉斯斯坦"	"亚洲"	"12.17"	"False"	"264"	"0"	"78415"	"0"	"1321"	"71656"	"5438"	"264"	"-126"	"386"	"4"
"爱尔兰"	"欧洲"	"12.17"	"False"	"421"	"0"	"77197"	"0"	"2140"	"23364"	"51693"	"421"	"415"	"0"	"6"
"北马其顿"	"欧洲"	"12.17"	"False"	"865"	"0"	"75597"	"0"	"2194"	"51493"	"21910"	"865"	"199"	"641"	"25"
"乌兹别克斯坦"	"亚洲"	"12.17"	"False"	"142"	"0"	"75538"	"0"	"612"	"72810"	"2116"	"142"	"-7"	"149"	"0"
"尼日利亚"	"非洲"	"12.17"	"False"	"930"	"0"	"75062"	"0"	"1200"	"66775"	"7087"	"930"	"649"	"281"	"0"
"新加坡"	"亚洲"	"12.17"	"False"	"24"	"0"	"58377"	"0"	"29"	"58238"	"110"	"24"	"24"	"0"	"0"
"加纳"	"非洲"	"12.17"	"False"	"0"	"0"	"53386"	"0"	"327"	"52048"	"1011"	"0"	"0"	"0"	"0"
"阿尔巴尼亚"	"欧洲"	"12.17"	"False"	"637"	"0"	"50637"	"0"	"1040"	"26381"	"23216"	"637"	"120"	"505"	"12"
"阿富汗"	"亚洲"	"12.17"	"False"	"217"	"0"	"49378"	"0"	"2025"	"38505"	"8848"	"217"	"173"	"30"	"14"
"韩国"	"亚洲"	"12.17"	"False"	"1011"	"0"	"46453"	"0"	"634"	"33610"	"12209"	"1011"	"326"	"663"	"22"
"卢森堡"	"欧洲"	"12.17"	"False"	"595"	"0"	"42845"	"0"	"421"	"33920"	"8504"	"595"	"158"	"434"	"3"
"黑山"	"欧洲"	"12.17"	"False"	"415"	"0"	"42563"	"0"	"610"	"32550"	"9403"	"415"	"-51"	"453"	"13"
"萨尔瓦多"	"北美洲"	"12.17"	"False"	"0"	"0"	"42397"	"0"	"1227"	"38481"	"2689"	"0"	"-8"	"0"	"8"
"挪威"	"欧洲"	"12.17"	"False"	"235"	"0"	"42312"	"0"	"402"	"17998"	"23912"	"235"	"235"	"0"	"0"
"斯里兰卡"	"亚洲"	"12.17"	"False"	"290"	"0"	"34737"	"0"	"160"	"25652"	"8925"	"290"	"287"	"0"	"3"
"芬兰"	"欧洲"	"12.17"	"False"	"358"	"0"	"32228"	"0"	"484"	"22500"	"9244"	"358"	"346"	"0"	"12"
"乌干达"	"非洲"	"12.17"	"False"	"0"	"0"	"28733"	"0"	"225"	"10070"	"18438"	"0"	"0"	"0"	"0"
"拉脱维亚"	"欧洲"	"12.17"	"False"	"1040"	"0"	"28535"	"0"	"394"	"18153"	"9988"	"1040"	"1028"	"0"	"12"
"澳大利亚"	"大洋洲"	"12.17"	"False"	"13"	"0"	"28072"	"0"	"908"	"25695"	"1469"	"13"	"9"	"4"	"0"
"喀麦隆"	"非洲"	"12.17"	"False"	"113"	"0"	"25472"	"0"	"445"	"23851"	"1176"	"113"	"113"	"0"	"0"
"苏丹"	"非洲"	"12.17"	"False"	"218"	"0"	"22082"	"0"	"1384"	"12753"	"7945"	"218"	"120"	"86"	"12"
"科特迪瓦"	"非洲"	"12.17"	"False"	"-34"	"0"	"21741"	"0"	"133"	"21364"	"244"	"0"	"-63"	"29"	"0"
"爱沙尼亚"	"欧洲"	"12.17"	"False"	"733"	"0"	"20004"	"0"	"164"	"12533"	"7307"	"733"	"313"	"416"	"4"
"赞比亚"	"非洲"	"12.17"	"False"	"28"	"0"	"18456"	"0"	"369"	"17635"	"452"	"28"	"-121"	"148"	"1"
"马达加斯加"	"非洲"	"12.17"	"False"	"0"	"0"	"17587"	"0"	"259"	"16992"	"336"	"0"	"0"	"0"	"0"
"塞内加尔"	"非洲"	"12.17"	"False"	"115"	"0"	"17451"	"0"	"355"	"16384"	"712"	"115"	"77"	"35"	"3"
"纳米比亚"	"非洲"	"12.17"	"False"	"0"	"0"	"17276"	"0"	"164"	"15196"	"1916"	"0"	"0"	"0"	"0"
"莫桑比克"	"非洲"	"12.17"	"False"	"101"	"0"	"17143"	"0"	"145"	"15241"	"1757"	"101"	"-24"	"124"	"1"
"安哥拉"	"非洲"	"12.17"	"False"	"45"	"0"	"16407"	"0"	"379"	"9194"	"6834"	"45"	"-166"	"204"	"7"
"塞浦路斯"	"亚洲"	"12.17"	"False"	"401"	"0"	"16190"	"0"	"85"	"2057"	"14048"	"401"	"400"	"0"	"1"
"刚果（金）"	"非洲"	"12.17"	"False"	"492"	"0"	"15089"	"0"	"366"	"13010"	"1713"	"492"	"247"	"237"	"8"
"几内亚"	"非洲"	"12.17"	"False"	"0"	"0"	"13474"	"0"	"80"	"12727"	"667"	"0"	"0"	"0"	"0"
"马尔代夫"	"亚洲"	"12.17"	"False"	"10"	"0"	"13402"	"0"	"48"	"12786"	"568"	"10"	"-16"	"26"	"0"
"博茨瓦纳"	"非洲"	"12.17"	"False"	"0"	"0"	"12873"	"0"	"38"	"10456"	"2379"	"0"	"0"	"0"	"0"
"塔吉克斯坦"	"亚洲"	"12.17"	"False"	"0"	"0"	"12815"	"0"	"89"	"12253"	"473"	"0"	"0"	"0"	"0"
"牙买加"	"北美洲"	"12.17"	"False"	"0"	"0"	"11907"	"0"	"276"	"8371"	"3260"	"0"	"0"	"0"	"0"
"津巴布韦"	"非洲"	"12.17"	"False"	"227"	"0"	"11749"	"0"	"313"	"9702"	"1734"	"227"	"121"	"103"	"3"
"毛里塔尼亚"	"非洲"	"12.17"	"False"	"198"	"0"	"11629"	"0"	"244"	"8281"	"3104"	"198"	"157"	"33"	"8"
"马耳他"	"欧洲"	"12.17"	"False"	"60"	"0"	"11475"	"0"	"182"	"9670"	"1623"	"60"	"-96"	"154"	"2"
"佛得角"	"非洲"	"12.17"	"False"	"63"	"0"	"11458"	"0"	"110"	"11106"	"242"	"63"	"12"	"51"	"0"
"乌拉圭"	"南美洲"	"12.17"	"False"	"475"	"0"	"10893"	"0"	"102"	"7142"	"3649"	"475"	"224"	"247"	"4"
"伯利兹"	"北美洲"	"12.17"	"False"	"161"	"0"	"9672"	"0"	"212"	"4628"	"4832"	"161"	"46"	"114"	"1"
"古巴"	"北美洲"	"12.17"	"False"	"83"	"0"	"9671"	"0"	"137"	"8658"	"876"	"83"	"17"	"66"	"0"
"叙利亚"	"亚洲"	"12.17"	"False"	"151"	"0"	"9603"	"0"	"554"	"4548"	"4501"	"151"	"86"	"54"	"11"
"海地"	"北美洲"	"12.17"	"False"	"0"	"0"	"9597"	"0"	"234"	"8280"	"1083"	"0"	"0"	"0"	"0"
"加蓬"	"非洲"	"12.17"	"False"	"22"	"0"	"9373"	"0"	"63"	"9223"	"87"	"22"	"3"	"19"	"0"
"巴哈马"	"北美洲"	"12.17"	"False"	"16"	"0"	"7714"	"0"	"164"	"6087"	"1463"	"16"	"10"	"6"	"0"
"安道尔"	"欧洲"	"12.17"	"False"	"64"	"0"	"7446"	"0"	"79"	"6819"	"548"	"64"	"-49"	"113"	"0"
"斯威士兰"	"非洲"	"12.17"	"False"	"114"	"0"	"7026"	"0"	"135"	"6531"	"360"	"114"	"56"	"55"	"3"
"卢旺达"	"非洲"	"12.17"	"False"	"122"	"0"	"6954"	"0"	"57"	"6057"	"840"	"122"	"101"	"21"	"0"
"特立尼达和多巴哥"	""	"12.17"	"False"	"17"	"0"	"6917"	"0"	"123"	"6230"	"564"	"17"	"-9"	"26"	"0"
"刚果（布）"	"非洲"	"12.17"	"False"	"0"	"0"	"6200"	"0"	"100"	"4988"	"1112"	"0"	"0"	"0"	"0"
"马拉维"	"非洲"	"12.17"	"False"	"11"	"0"	"6091"	"0"	"187"	"5661"	"243"	"11"	"9"	"2"	"0"
"圭亚那"	"南美洲"	"12.17"	"False"	"43"	"0"	"6016"	"0"	"158"	"5185"	"673"	"43"	"0"	"41"	"2"
"马里"	"非洲"	"12.17"	"False"	"91"	"0"	"5969"	"0"	"209"	"3702"	"2058"	"91"	"82"	"5"	"4"
"尼加拉瓜"	"北美洲"	"12.17"	"False"	"51"	"0"	"5938"	"0"	"163"	"4225"	"1550"	"51"	"50"	"0"	"1"
"吉布提"	"非洲"	"12.17"	"False"	"0"	"0"	"5759"	"0"	"61"	"5628"	"70"	"0"	"0"	"0"	"0"
"冰岛"	"欧洲"	"12.17"	"False"	"10"	"0"	"5588"	"0"	"28"	"5423"	"137"	"10"	"8"	"2"	"0"
"苏里南"	"南美洲"	"12.17"	"False"	"20"	"0"	"5401"	"0"	"117"	"5239"	"45"	"20"	"12"	"8"	"0"
"赤道几内亚"	"非洲"	"12.17"	"False"	"0"	"0"	"5195"	"0"	"85"	"5061"	"49"	"0"	"0"	"0"	"0"
"中非共和国"	"非洲"	"12.17"	"False"	"0"	"0"	"4936"	"0"	"63"	"1924"	"2949"	"0"	"0"	"0"	"0"
"索马里"	"非洲"	"12.17"	"False"	"83"	"0"	"4662"	"0"	"124"	"3566"	"972"	"83"	"43"	"37"	"3"
"布基纳法索"	"非洲"	"12.17"	"False"	"149"	"0"	"4449"	"0"	"73"	"3088"	"1288"	"149"	"1"	"148"	"0"
"泰国"	"亚洲"	"12.17"	"False"	"20"	"0"	"4281"	"0"	"60"	"3989"	"232"	"20"	"8"	"12"	"0"
"冈比亚"	"非洲"	"12.17"	"False"	"1"	"0"	"3786"	"0"	"123"	"3653"	"10"	"1"	"1"	"0"	"0"
"多哥"	"非洲"	"12.17"	"False"	"20"	"0"	"3315"	"0"	"66"	"2852"	"397"	"20"	"-11"	"31"	"0"
"贝宁"	"非洲"	"12.17"	"False"	"62"	"0"	"3152"	"0"	"44"	"2972"	"136"	"62"	"62"	"0"	"0"
"塞拉利昂"	"非洲"	"12.17"	"False"	"9"	"0"	"2460"	"0"	"75"	"1854"	"531"	"9"	"8"	"1"	"0"
"几内亚比绍"	"非洲"	"12.17"	"False"	"0"	"0"	"2447"	"0"	"44"	"2378"	"25"	"0"	"0"	"0"	"0"
"莱索托"	"非洲"	"12.17"	"False"	"58"	"0"	"2365"	"0"	"46"	"1423"	"896"	"58"	"31"	"25"	"2"
"尼日尔"	"非洲"	"12.17"	"False"	"0"	"0"	"2361"	"0"	"82"	"1329"	"950"	"0"	"0"	"0"	"0"
"新西兰"	"大洋洲"	"12.17"	"False"	"0"	"0"	"2100"	"0"	"25"	"2032"	"43"	"0"	"0"	"0"	"0"
"也门"	"亚洲"	"12.17"	"False"	"0"	"0"	"2085"	"0"	"606"	"1384"	"95"	"0"	"0"	"0"	"0"
"圣马力诺"	"欧洲"	"12.17"	"False"	"43"	"0"	"2025"	"0"	"54"	"1694"	"277"	"43"	"32"	"9"	"2"
"乍得"	"非洲"	"12.17"	"False"	"16"	"0"	"1800"	"0"	"102"	"1620"	"78"	"16"	"7"	"9"	"0"
"利比里亚"	"非洲"	"12.17"	"False"	"0"	"0"	"1773"	"0"	"83"	"1406"	"284"	"0"	"0"	"0"	"0"
"列支敦士登公国"	"欧洲"	"12.17"	"False"	"35"	"0"	"1635"	"0"	"21"	"1395"	"219"	"35"	"17"	"18"	"0"
"越南"	"亚洲"	"12.17"	"False"	"0"	"0"	"1405"	"0"	"35"	"1252"	"118"	"0"	"0"	"0"	"0"
"蒙古"	"亚洲"	"12.17"	"False"	"5"	"0"	"923"	"0"	"0"	"384"	"539"	"5"	"5"	"0"	"0"
"巴布亚新几内亚"	"大洋洲"	"12.17"	"False"	"31"	"0"	"760"	"0"	"8"	"601"	"151"	"31"	"31"	"0"	"0"
"布隆迪"	"非洲"	"12.17"	"False"	"6"	"0"	"741"	"0"	"1"	"640"	"100"	"6"	"6"	"0"	"0"
"钻石号邮轮"	"其他"	"12.17"	"False"	"0"	"0"	"712"	"0"	"13"	"699"	"0"	"0"	"0"	"0"	"0"
"厄立特里亚"	"非洲"	"12.17"	"False"	"0"	"0"	"711"	"0"	"0"	"564"	"147"	"0"	"0"	"0"	"0"
"摩纳哥"	"欧洲"	"12.17"	"False"	"7"	"0"	"685"	"0"	"3"	"611"	"71"	"7"	"5"	"2"	"0"
"科摩罗"	"非洲"	"12.17"	"False"	"0"	"0"	"633"	"0"	"7"	"606"	"20"	"0"	"0"	"0"	"0"
"毛里求斯"	"非洲"	"12.17"	"False"	"0"	"0"	"524"	"0"	"10"	"489"	"25"	"0"	"0"	"0"	"0"
"坦桑尼亚"	"非洲"	"12.17"	"False"	"0"	"0"	"509"	"0"	"21"	"183"	"305"	"0"	"0"	"0"	"0"
"不丹"	"亚洲"	"12.17"	"False"	"1"	"0"	"440"	"0"	"0"	"409"	"31"	"1"	"0"	"1"	"0"
"柬埔寨"	"亚洲"	"12.17"	"False"	"0"	"0"	"362"	"0"	"0"	"324"	"38"	"0"	"-5"	"5"	"0"
"巴巴多斯"	"北美洲"	"12.17"	"False"	"4"	"0"	"301"	"0"	"7"	"274"	"20"	"4"	"3"	"1"	"0"
"圣卢西亚"	"北美洲"	"12.17"	"False"	"0"	"0"	"278"	"0"	"4"	"246"	"28"	"0"	"-6"	"6"	"0"
"塞舌尔"	"非洲"	"12.17"	"False"	"0"	"0"	"202"	"0"	"0"	"184"	"18"	"0"	"0"	"0"	"0"
"文莱"	"亚洲"	"12.17"	"False"	"0"	"0"	"152"	"0"	"3"	"148"	"1"	"0"	"0"	"0"	"0"
"安提瓜和巴布达"	"北美洲"	"12.17"	"False"	"3"	"0"	"151"	"0"	"5"	"141"	"5"	"3"	"0"	"3"	"0"
"圣文森特和格林纳丁斯"	"北美洲"	"12.17"	"False"	"2"	"0"	"100"	"0"	"0"	"82"	"18"	"2"	"1"	"1"	"0"
"多米尼克"	"北美洲"	"12.17"	"False"	"0"	"0"	"88"	"0"	"0"	"83"	"5"	"0"	"0"	"0"	"0"
"格林纳达"	"北美洲"	"12.17"	"False"	"0"	"0"	"85"	"0"	"0"	"41"	"44"	"0"	"0"	"0"	"0"
"斐济"	"大洋洲"	"12.17"	"False"	"0"	"0"	"46"	"0"	"2"	"38"	"6"	"0"	"0"	"0"	"0"
"老挝"	"亚洲"	"12.17"	"False"	"0"	"0"	"41"	"0"	"0"	"36"	"5"	"0"	"0"	"0"	"0"
"马提尼克岛"	"北美洲"	"03.23"	"False"	"0"	"0"	"37"	"0"	"1"	"0"	"36"	"0"	"0"	"0"	"0"
"东帝汶"	"亚洲"	"12.17"	"False"	"0"	"0"	"31"	"0"	"0"	"30"	"1"	"0"	"0"	"0"	"0"
"圣基茨和尼维斯"	"北美洲"	"12.17"	"False"	"0"	"0"	"28"	"0"	"0"	"23"	"5"	"0"	"0"	"0"	"0"
"梵蒂冈"	"欧洲"	"12.17"	"False"	"0"	"0"	"27"	"0"	"0"	"15"	"12"	"0"	"0"	"0"	"0"
"所罗门群岛"	"大洋洲"	"12.17"	"False"	"0"	"0"	"17"	"0"	"0"	"5"	"12"	"0"	"0"	"0"	"0"
"马绍尔群岛"	"大洋洲"	"12.17"	"False"	"0"	"0"	"4"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"
"瓦努阿图"	"大洋洲"	"12.17"	"False"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"美国"	"北美洲"	"12.18"	"True"	"185020"	"0"	"17581917"	"0"	"317323"	"10248197"	"7016397"	"189299"	"109091"	"77462"	"2746"
"印度"	"亚洲"	"12.18"	"False"	"0"	"0"	"9956557"	"0"	"144451"	"9489740"	"322366"	"0"	"0"	"0"	"0"
"巴西"	"南美洲"	"12.18"	"False"	"69826"	"0"	"7110434"	"0"	"184827"	"6301547"	"624060"	"69826"	"6379"	"62355"	"1092"
"俄罗斯"	"欧洲"	"12.18"	"False"	"0"	"0"	"2736727"	"0"	"48568"	"2181696"	"506463"	"0"	"0"	"0"	"0"
"法国"	"欧洲"	"12.18"	"False"	"18278"	"0"	"2483524"	"0"	"59733"	"187199"	"2236592"	"18278"	"16822"	"1195"	"261"
"土耳其"	"亚洲"	"12.18"	"False"	"27515"	"0"	"1955680"	"0"	"17364"	"1721607"	"216709"	"27515"	"-3222"	"30494"	"243"
"英国"	"欧洲"	"12.18"	"False"	"35500"	"0"	"1954268"	"0"	"66150"	"4123"	"1883995"	"35500"	"34956"	"12"	"532"
"意大利"	"欧洲"	"12.18"	"False"	"18233"	"0"	"1906377"	"0"	"67220"	"1203814"	"635343"	"18233"	"-10363"	"27913"	"683"
"西班牙"	"欧洲"	"12.18"	"True"	"11081"	"0"	"1805633"	"0"	"48777"	"196958"	"1559898"	"23067"	"22886"	"0"	"181"
"阿根廷"	"南美洲"	"12.18"	"False"	"7326"	"0"	"1524372"	"0"	"41534"	"1352556"	"130282"	"7326"	"2515"	"4642"	"169"
"哥伦比亚"	"南美洲"	"12.18"	"False"	"12196"	"0"	"1468795"	"0"	"39787"	"1343819"	"85189"	"12196"	"4316"	"7653"	"227"
"德国"	"欧洲"	"12.18"	"False"	"10255"	"0"	"1438438"	"0"	"24611"	"1059869"	"353958"	"10255"	"9637"	"510"	"108"
"墨西哥"	"北美洲"	"12.18"	"False"	"0"	"0"	"1277499"	"0"	"115769"	"945673"	"216057"	"0"	"0"	"0"	"0"
"波兰"	"欧洲"	"12.18"	"False"	"0"	"0"	"1171854"	"0"	"24345"	"903349"	"244160"	"0"	"0"	"0"	"0"
"伊朗"	"亚洲"	"12.18"	"False"	"0"	"0"	"1138530"	"0"	"53095"	"856513"	"228922"	"0"	"0"	"0"	"0"
