"name" "continent"	"date"	"isUpdated"	"confirmAdd"	"confirmAddCut"	"confirm"	"suspect"	"dead"	"heal"	"nowConfirm"	"confirmCompare"	"nowConfirmCompare"	"healCompare"	"deadCompare"
"比利时"	"欧洲"	"12.19"	"False"	"2835"	"0"	"621039"	"0"	"18455"	"0"	"602584"	"2835"	"36438"	"0"	"84"
"捷克"	"欧洲"	"12.19"	"False"	"0"	"0"	"610006"	"0"	"10163"	"527062"	"72781"	"0"	"0"	"0"	"0"
"罗马尼亚"	"欧洲"	"12.19"	"False"	"0"	"0"	"582786"	"0"	"14157"	"484948"	"83681"	"0"	"0"	"0"	"0"
"伊拉克"	"亚洲"	"12.19"	"False"	"0"	"0"	"581811"	"0"	"12670"	"517091"	"52050"	"0"	"0"	"0"	"0"
"智利"	"南美洲"	"12.19"	"False"	"0"	"0"	"581135"	"0"	"16051"	"552289"	"12795"	"0"	"0"	"0"	"0"
"加拿大"	"北美洲"	"12.19"	"False"	"5846"	"0"	"499282"	"0"	"14055"	"410988"	"74239"	"5846"	"-888"	"6628"	"106"
"孟加拉"	"亚洲"	"12.19"	"False"	"0"	"0"	"498293"	"0"	"7217"	"433614"	"57462"	"0"	"0"	"0"	"0"
"菲律宾"	"亚洲"	"12.19"	"False"	"0"	"0"	"456562"	"0"	"8875"	"420666"	"27021"	"0"	"0"	"0"	"0"
"巴基斯坦"	"亚洲"	"12.19"	"False"	"3179"	"0"	"454673"	"0"	"9250"	"404501"	"40922"	"3179"	"-1556"	"4649"	"86"
"摩洛哥"	"非洲"	"12.19"	"False"	"2647"	"0"	"412393"	"0"	"6854"	"372725"	"32814"	"2647"	"-130"	"2727"	"50"
"瑞士"	"欧洲"	"12.19"	"False"	"0"	"0"	"403989"	"0"	"6561"	"311500"	"85928"	"0"	"-20"	"0"	"20"
"以色列"	"亚洲"	"12.19"	"False"	"0"	"0"	"370152"	"0"	"3057"	"344373"	"22722"	"0"	"0"	"0"	"0"
"瑞典"	"欧洲"	"12.19"	"False"	"0"	"0"	"367120"	"0"	"7993"	"4917"	"354210"	"0"	"0"	"0"	"0"
"葡萄牙"	"欧洲"	"12.19"	"False"	"4336"	"0"	"366952"	"0"	"5977"	"290690"	"70285"	"4336"	"4336"	"0"	"0"
"沙特阿拉伯"	"亚洲"	"12.19"	"False"	"0"	"0"	"360690"	"0"	"6101"	"351573"	"3016"	"0"	"0"	"0"	"0"
"奥地利"	"欧洲"	"12.19"	"False"	"0"	"0"	"334913"	"0"	"5127"	"297424"	"32362"	"0"	"0"	"0"	"0"
"匈牙利"	"欧洲"	"12.19"	"False"	"0"	"0"	"295977"	"0"	"7725"	"89814"	"198438"	"0"	"0"	"0"	"0"
"塞尔维亚"	"欧洲"	"12.19"	"False"	"0"	"0"	"292640"	"0"	"2580"	"15913"	"274147"	"0"	"0"	"0"	"0"
"约旦"	"亚洲"	"12.19"	"False"	"1708"	"0"	"271514"	"0"	"3518"	"236550"	"31446"	"1708"	"-1474"	"3160"	"22"
"尼泊尔"	"亚洲"	"12.19"	"False"	"0"	"0"	"252474"	"0"	"1765"	"241392"	"9317"	"0"	"0"	"0"	"0"
"巴拿马"	"北美洲"	"12.19"	"False"	"3015"	"0"	"206310"	"0"	"3504"	"170170"	"32636"	"3015"	"1060"	"1932"	"23"
"厄瓜多尔"	"南美洲"	"12.19"	"False"	"754"	"0"	"205003"	"0"	"13942"	"177951"	"13110"	"754"	"744"	"0"	"10"
"格鲁吉亚"	"亚洲"	"12.19"	"False"	"0"	"0"	"204003"	"0"	"2002"	"171526"	"30475"	"0"	"0"	"0"	"0"
"阿塞拜疆"	"亚洲"	"12.19"	"False"	"0"	"0"	"195422"	"0"	"2133"	"131252"	"62037"	"0"	"0"	"0"	"0"
"日本本土"	"亚洲"	"12.19"	"False"	"79"	"0"	"193823"	"0"	"2709"	"160630"	"30484"	"79"	"78"	"0"	"1"
"阿联酋"	"亚洲"	"12.19"	"False"	"0"	"0"	"191150"	"0"	"630"	"167306"	"23214"	"0"	"0"	"0"	"0"
"哈萨克斯坦"	"亚洲"	"12.19"	"False"	"741"	"0"	"190292"	"0"	"2617"	"162074"	"25601"	"741"	"226"	"513"	"2"
"克罗地亚"	"欧洲"	"12.19"	"False"	"0"	"0"	"190235"	"0"	"3023"	"165915"	"21297"	"0"	"0"	"0"	"0"
"保加利亚"	"欧洲"	"12.19"	"False"	"1739"	"0"	"190027"	"0"	"6496"	"96622"	"86909"	"1739"	"-1312"	"2894"	"157"
"白俄罗斯"	"欧洲"	"12.19"	"False"	"0"	"0"	"169648"	"0"	"1308"	"147316"	"21024"	"0"	"0"	"0"	"0"
"多米尼加"	"北美洲"	"12.19"	"False"	"624"	"0"	"157929"	"0"	"2376"	"122406"	"33147"	"624"	"624"	"0"	"0"
"哥斯达黎加"	"北美洲"	"12.19"	"False"	"1084"	"0"	"157472"	"0"	"1996"	"125488"	"29988"	"1084"	"487"	"581"	"16"
"黎巴嫩"	"亚洲"	"12.19"	"False"	"1895"	"0"	"154944"	"0"	"1259"	"106712"	"46973"	"1895"	"1884"	"0"	"11"
"亚美尼亚"	"亚洲"	"12.19"	"False"	"0"	"0"	"152253"	"0"	"2596"	"131213"	"18444"	"0"	"0"	"0"	"0"
"玻利维亚"	"南美洲"	"12.19"	"False"	"484"	"0"	"149149"	"0"	"9033"	"127540"	"12576"	"484"	"97"	"385"	"2"
"科威特"	"亚洲"	"12.19"	"False"	"0"	"0"	"147531"	"0"	"916"	"143355"	"3260"	"0"	"0"	"0"	"0"
"斯洛伐克"	"欧洲"	"12.19"	"False"	"0"	"0"	"146124"	"0"	"1440"	"104560"	"40124"	"0"	"0"	"0"	"0"
"卡塔尔"	"亚洲"	"12.19"	"False"	"0"	"0"	"141716"	"0"	"242"	"139384"	"2090"	"0"	"0"	"0"	"0"
"摩尔多瓦"	"欧洲"	"12.19"	"False"	"1441"	"0"	"133360"	"0"	"2700"	"115612"	"15048"	"1441"	"33"	"1382"	"26"
"危地马拉"	"北美洲"	"12.19"	"False"	"0"	"0"	"132062"	"0"	"4589"	"120257"	"7216"	"0"	"0"	"0"	"0"
"希腊"	"欧洲"	"12.19"	"False"	"874"	"0"	"129584"	"0"	"4044"	"23074"	"102466"	"874"	"778"	"0"	"96"
"丹麦"	"欧洲"	"12.19"	"False"	"0"	"0"	"128874"	"0"	"1007"	"88094"	"39773"	"0"	"0"	"0"	"0"
"阿曼"	"亚洲"	"12.19"	"False"	"0"	"0"	"127019"	"0"	"1483"	"119009"	"6527"	"0"	"0"	"0"	"0"
"埃及"	"非洲"	"12.19"	"False"	"579"	"0"	"124280"	"0"	"7041"	"106157"	"11082"	"579"	"315"	"238"	"26"
"巴勒斯坦"	"亚洲"	"12.19"	"False"	"0"	"0"	"119612"	"0"	"1097"	"94556"	"23959"	"0"	"0"	"0"	"0"
"埃塞俄比亚"	"非洲"	"12.19"	"False"	"544"	"0"	"119025"	"0"	"1843"	"100859"	"16323"	"544"	"-576"	"1108"	"12"
"突尼斯"	"非洲"	"12.19"	"False"	"1616"	"0"	"117582"	"0"	"4090"	"87884"	"25608"	"1616"	"1558"	"0"	"58"
"洪都拉斯"	"北美洲"	"12.19"	"False"	"738"	"0"	"116212"	"0"	"3023"	"54002"	"59187"	"738"	"233"	"503"	"2"
"缅甸"	"亚洲"	"12.19"	"False"	"0"	"0"	"114198"	"0"	"2398"	"92916"	"18884"	"0"	"0"	"0"	"0"
"委内瑞拉"	"南美洲"	"12.19"	"False"	"314"	"0"	"109395"	"0"	"979"	"103975"	"4441"	"314"	"76"	"234"	"4"
"立陶宛"	"欧洲"	"12.19"	"False"	"0"	"0"	"106210"	"0"	"972"	"46560"	"58678"	"0"	"0"	"0"	"0"
"波黑"	"欧洲"	"12.19"	"False"	"794"	"0"	"104881"	"0"	"3583"	"70249"	"31049"	"794"	"6"	"754"	"34"
"斯洛文尼亚"	"欧洲"	"12.19"	"False"	"0"	"0"	"103555"	"0"	"2274"	"80935"	"20346"	"0"	"0"	"0"	"0"
"巴拉圭"	"南美洲"	"12.19"	"False"	"1268"	"0"	"98296"	"0"	"2050"	"70101"	"26145"	"1268"	"500"	"750"	"18"
"阿尔及利亚"	"非洲"	"12.19"	"False"	"438"	"0"	"94371"	"0"	"2647"	"62487"	"29237"	"438"	"33"	"398"	"7"
"利比亚"	"非洲"	"12.19"	"False"	"0"	"0"	"93772"	"0"	"1346"	"63886"	"28540"	"0"	"0"	"0"	"0"
"肯尼亚"	"非洲"	"12.19"	"False"	"356"	"0"	"93761"	"0"	"1629"	"75274"	"16858"	"356"	"70"	"275"	"11"
"马来西亚"	"亚洲"	"12.19"	"False"	"0"	"0"	"90816"	"0"	"432"	"75244"	"15140"	"0"	"0"	"0"	"0"
"巴林"	"亚洲"	"12.19"	"False"	"140"	"0"	"89883"	"0"	"349"	"88003"	"1531"	"140"	"-17"	"157"	"0"
"吉尔吉斯斯坦"	"亚洲"	"12.19"	"False"	"232"	"0"	"78911"	"0"	"1328"	"72459"	"5124"	"232"	"-180"	"408"	"4"
"爱尔兰"	"欧洲"	"12.19"	"False"	"576"	"0"	"78254"	"0"	"2149"	"23364"	"52741"	"576"	"570"	"0"	"6"
"北马其顿"	"欧洲"	"12.19"	"False"	"883"	"0"	"77134"	"0"	"2254"	"52949"	"21931"	"883"	"318"	"536"	"29"
"尼日利亚"	"非洲"	"12.19"	"False"	"806"	"0"	"77013"	"0"	"1212"	"67484"	"8317"	"806"	"421"	"374"	"11"
"乌兹别克斯坦"	"亚洲"	"12.19"	"False"	"131"	"0"	"75806"	"0"	"612"	"73099"	"2095"	"131"	"-7"	"138"	"0"
"新加坡"	"亚洲"	"12.19"	"False"	"0"	"0"	"58386"	"0"	"29"	"58265"	"92"	"0"	"-13"	"13"	"0"
"加纳"	"非洲"	"12.19"	"False"	"100"	"0"	"53653"	"0"	"331"	"52331"	"991"	"100"	"35"	"65"	"0"
"阿尔巴尼亚"	"欧洲"	"12.19"	"False"	"580"	"0"	"52004"	"0"	"1066"	"27426"	"23512"	"580"	"41"	"528"	"11"
"阿富汗"	"亚洲"	"12.19"	"False"	"0"	"0"	"49621"	"0"	"2030"	"38540"	"9051"	"0"	"0"	"0"	"0"
"韩国"	"亚洲"	"12.19"	"False"	"1055"	"0"	"48570"	"0"	"659"	"34334"	"13577"	"1055"	"689"	"352"	"14"
"卢森堡"	"欧洲"	"12.19"	"False"	"449"	"0"	"43728"	"0"	"434"	"35237"	"8057"	"449"	"-185"	"628"	"6"
"黑山"	"欧洲"	"12.19"	"False"	"395"	"0"	"43390"	"0"	"620"	"33491"	"9279"	"395"	"-53"	"442"	"6"
"挪威"	"欧洲"	"12.19"	"False"	"239"	"0"	"43207"	"0"	"404"	"17998"	"24805"	"239"	"239"	"0"	"0"
"萨尔瓦多"	"北美洲"	"12.19"	"False"	"0"	"0"	"42397"	"0"	"1234"	"38481"	"2682"	"0"	"0"	"0"	"0"
"斯里兰卡"	"亚洲"	"12.19"	"False"	"286"	"0"	"36049"	"0"	"165"	"27061"	"8823"	"286"	"281"	"0"	"5"
"芬兰"	"欧洲"	"12.19"	"False"	"0"	"0"	"32582"	"0"	"489"	"22500"	"9593"	"0"	"0"	"0"	"0"
"乌干达"	"非洲"	"12.19"	"False"	"710"	"0"	"30071"	"0"	"230"	"10251"	"19590"	"710"	"629"	"79"	"2"
"拉脱维亚"	"欧洲"	"12.19"	"False"	"0"	"0"	"29427"	"0"	"409"	"19072"	"9946"	"0"	"0"	"0"	"0"
"澳大利亚"	"大洋洲"	"12.19"	"False"	"32"	"0"	"28126"	"0"	"908"	"25700"	"1518"	"32"	"32"	"0"	"0"
"喀麦隆"	"非洲"	"12.19"	"False"	"0"	"0"	"25472"	"0"	"445"	"23851"	"1176"	"0"	"0"	"0"	"0"
"苏丹"	"非洲"	"12.19"	"False"	"0"	"0"	"22265"	"0"	"1408"	"12873"	"7984"	"0"	"0"	"0"	"0"
"科特迪瓦"	"非洲"	"12.19"	"False"	"73"	"0"	"21845"	"0"	"133"	"21420"	"292"	"73"	"54"	"19"	"0"
"爱沙尼亚"	"欧洲"	"12.19"	"False"	"0"	"0"	"20658"	"0"	"168"	"12922"	"7568"	"0"	"0"	"0"	"0"
"赞比亚"	"非洲"	"12.19"	"False"	"0"	"0"	"18575"	"0"	"373"	"17729"	"473"	"0"	"0"	"0"	"0"
"纳米比亚"	"非洲"	"12.19"	"False"	"0"	"0"	"18041"	"0"	"169"	"15626"	"2246"	"0"	"0"	"0"	"0"
"马达加斯加"	"非洲"	"12.19"	"False"	"0"	"0"	"17587"	"0"	"259"	"16992"	"336"	"0"	"0"	"0"	"0"
"塞内加尔"	"非洲"	"12.19"	"False"	"0"	"0"	"17559"	"0"	"357"	"16449"	"753"	"0"	"0"	"0"	"0"
"莫桑比克"	"非洲"	"12.19"	"False"	"82"	"0"	"17338"	"0"	"146"	"15365"	"1827"	"82"	"82"	"0"	"0"
"塞浦路斯"	"亚洲"	"12.19"	"False"	"0"	"0"	"16647"	"0"	"87"	"2057"	"14503"	"0"	"-2"	"0"	"2"
"安哥拉"	"非洲"	"12.19"	"False"	"78"	"0"	"16562"	"0"	"384"	"9345"	"6833"	"78"	"-3"	"79"	"2"
"刚果（金）"	"非洲"	"12.19"	"False"	"0"	"0"	"15089"	"0"	"366"	"13010"	"1713"	"0"	"0"	"0"	"0"
"几内亚"	"非洲"	"12.19"	"False"	"0"	"0"	"13511"	"0"	"80"	"12859"	"572"	"0"	"0"	"0"	"0"
"马尔代夫"	"亚洲"	"12.19"	"False"	"26"	"0"	"13444"	"0"	"48"	"12836"	"560"	"26"	"18"	"8"	"0"
"博茨瓦纳"	"非洲"	"12.19"	"False"	"0"	"0"	"13014"	"0"	"38"	"10535"	"2441"	"0"	"0"	"0"	"0"
"塔吉克斯坦"	"亚洲"	"12.19"	"False"	"0"	"0"	"12888"	"0"	"89"	"12333"	"466"	"0"	"0"	"0"	"0"
"津巴布韦"	"非洲"	"12.19"	"False"	"181"	"0"	"12047"	"0"	"316"	"9894"	"1837"	"181"	"121"	"58"	"2"
"毛里塔尼亚"	"非洲"	"12.19"	"False"	"241"	"0"	"12046"	"0"	"264"	"8426"	"3356"	"241"	"177"	"54"	"10"
"牙买加"	"北美洲"	"12.19"	"False"	"71"	"0"	"12039"	"0"	"283"	"8668"	"3088"	"71"	"71"	"0"	"0"
"乌拉圭"	"南美洲"	"12.19"	"False"	"514"	"0"	"11950"	"0"	"109"	"7699"	"4142"	"514"	"217"	"293"	"4"
"马耳他"	"欧洲"	"12.19"	"False"	"0"	"0"	"11569"	"0"	"183"	"9780"	"1606"	"0"	"0"	"0"	"0"
"佛得角"	"非洲"	"12.19"	"False"	"24"	"0"	"11526"	"0"	"110"	"11164"	"252"	"24"	"-3"	"27"	"0"
"叙利亚"	"亚洲"	"12.19"	"False"	"169"	"0"	"9928"	"0"	"591"	"4686"	"4651"	"169"	"79"	"70"	"20"
"古巴"	"北美洲"	"12.19"	"False"	"122"	"0"	"9893"	"0"	"137"	"8912"	"844"	"122"	"-20"	"142"	"0"
"伯利兹"	"北美洲"	"12.19"	"False"	"0"	"0"	"9791"	"0"	"213"	"4779"	"4799"	"0"	"0"	"0"	"0"
"海地"	"北美洲"	"12.19"	"False"	"21"	"0"	"9648"	"0"	"234"	"8321"	"1093"	"21"	"10"	"11"	"0"
"加蓬"	"非洲"	"12.19"	"False"	"27"	"0"	"9400"	"0"	"64"	"9254"	"82"	"27"	"-5"	"31"	"1"
"巴哈马"	"北美洲"	"12.19"	"False"	"8"	"0"	"7733"	"0"	"164"	"6109"	"1460"	"8"	"-3"	"11"	"0"
"安道尔"	"欧洲"	"12.19"	"False"	"53"	"0"	"7519"	"0"	"80"	"6919"	"520"	"53"	"8"	"44"	"1"
"斯威士兰"	"非洲"	"12.19"	"False"	"109"	"0"	"7202"	"0"	"136"	"6624"	"442"	"109"	"63"	"45"	"1"
"卢旺达"	"非洲"	"12.19"	"False"	"73"	"0"	"7105"	"0"	"57"	"6089"	"959"	"73"	"73"	"0"	"0"
"特立尼达和多巴哥"	""	"12.19"	"False"	"15"	"0"	"6955"	"0"	"123"	"6405"	"427"	"15"	"-5"	"20"	"0"
"刚果（布）"	"非洲"	"12.19"	"False"	"0"	"0"	"6200"	"0"	"100"	"4988"	"1112"	"0"	"0"	"0"	"0"
"马拉维"	"非洲"	"12.19"	"False"	"10"	"0"	"6148"	"0"	"187"	"5662"	"299"	"10"	"9"	"1"	"0"
"马里"	"非洲"	"12.19"	"False"	"71"	"0"	"6120"	"0"	"215"	"3771"	"2134"	"71"	"14"	"53"	"4"
"圭亚那"	"南美洲"	"12.19"	"False"	"34"	"0"	"6076"	"0"	"159"	"5288"	"629"	"34"	"-58"	"91"	"1"
"尼加拉瓜"	"北美洲"	"12.19"	"False"	"0"	"0"	"5938"	"0"	"163"	"4225"	"1550"	"0"	"0"	"0"	"0"
"吉布提"	"非洲"	"12.19"	"False"	"10"	"0"	"5780"	"0"	"61"	"5641"	"78"	"10"	"4"	"6"	"0"
"冰岛"	"欧洲"	"12.19"	"False"	"0"	"0"	"5604"	"0"	"28"	"5449"	"127"	"0"	"0"	"0"	"0"
"苏里南"	"南美洲"	"12.19"	"False"	"31"	"0"	"5459"	"0"	"117"	"5249"	"93"	"31"	"22"	"9"	"0"
"赤道几内亚"	"非洲"	"12.19"	"False"	"0"	"0"	"5214"	"0"	"85"	"5064"	"65"	"0"	"0"	"0"	"0"
"中非共和国"	"非洲"	"12.19"	"False"	"0"	"0"	"4936"	"0"	"63"	"1924"	"2949"	"0"	"0"	"0"	"0"
"布基纳法索"	"非洲"	"12.19"	"False"	"221"	"0"	"4832"	"0"	"74"	"3403"	"1355"	"221"	"128"	"92"	"1"
"索马里"	"非洲"	"12.19"	"False"	"0"	"0"	"4662"	"0"	"124"	"3566"	"972"	"0"	"0"	"0"	"0"
"泰国"	"亚洲"	"12.19"	"False"	"34"	"0"	"4331"	"0"	"60"	"4024"	"247"	"34"	"15"	"19"	"0"
"冈比亚"	"非洲"	"12.19"	"False"	"0"	"0"	"3786"	"0"	"123"	"3654"	"9"	"0"	"0"	"0"	"0"
"多哥"	"非洲"	"12.19"	"False"	"20"	"0"	"3350"	"0"	"66"	"2933"	"351"	"20"	"-23"	"43"	"0"
"贝宁"	"非洲"	"12.19"	"False"	"0"	"0"	"3152"	"0"	"44"	"2972"	"136"	"0"	"0"	"0"	"0"
"尼日尔"	"非洲"	"12.19"	"False"	"54"	"0"	"2560"	"0"	"85"	"1377"	"1098"	"54"	"49"	"4"	"1"
"莱索托"	"非洲"	"12.19"	"False"	"0"	"0"	"2546"	"0"	"48"	"1445"	"1053"	"0"	"0"	"0"	"0"
"塞拉利昂"	"非洲"	"12.19"	"False"	"22"	"0"	"2486"	"0"	"75"	"1854"	"557"	"22"	"22"	"0"	"0"
"几内亚比绍"	"非洲"	"12.19"	"False"	"0"	"0"	"2447"	"0"	"44"	"2378"	"25"	"0"	"0"	"0"	"0"
"新西兰"	"大洋洲"	"12.19"	"False"	"0"	"0"	"2110"	"0"	"25"	"2034"	"51"	"0"	"0"	"0"	"0"
"也门"	"亚洲"	"12.19"	"False"	"0"	"0"	"2087"	"0"	"606"	"1384"	"97"	"0"	"0"	"0"	"0"
"圣马力诺"	"欧洲"	"12.19"	"False"	"23"	"0"	"2072"	"0"	"55"	"1733"	"284"	"23"	"-8"	"30"	"1"
"乍得"	"非洲"	"12.19"	"False"	"21"	"0"	"1839"	"0"	"102"	"1630"	"107"	"21"	"17"	"4"	"0"
"利比里亚"	"非洲"	"12.19"	"False"	"0"	"0"	"1779"	"0"	"83"	"1406"	"290"	"0"	"0"	"0"	"0"
"列支敦士登公国"	"欧洲"	"12.19"	"False"	"0"	"0"	"1676"	"0"	"23"	"1424"	"229"	"0"	"0"	"0"	"0"
"越南"	"亚洲"	"12.19"	"False"	"0"	"0"	"1410"	"0"	"35"	"1266"	"109"	"0"	"0"	"0"	"0"
"蒙古"	"亚洲"	"12.19"	"False"	"12"	"0"	"953"	"0"	"0"	"509"	"444"	"12"	"-24"	"36"	"0"
"巴布亚新几内亚"	"大洋洲"	"12.19"	"False"	"0"	"0"	"760"	"0"	"8"	"601"	"151"	"0"	"0"	"0"	"0"
"布隆迪"	"非洲"	"12.19"	"False"	"0"	"0"	"751"	"0"	"1"	"640"	"110"	"0"	"0"	"0"	"0"
"厄立特里亚"	"非洲"	"12.19"	"False"	"0"	"0"	"741"	"0"	"0"	"572"	"169"	"0"	"0"	"0"	"0"
"摩纳哥"	"欧洲"	"12.19"	"False"	"15"	"0"	"715"	"0"	"3"	"616"	"96"	"15"	"10"	"5"	"0"
"钻石号邮轮"	"其他"	"12.19"	"False"	"0"	"0"	"712"	"0"	"13"	"699"	"0"	"0"	"0"	"0"	"0"
"科摩罗"	"非洲"	"12.19"	"False"	"0"	"0"	"643"	"0"	"7"	"610"	"26"	"0"	"0"	"0"	"0"
"毛里求斯"	"非洲"	"12.19"	"False"	"0"	"0"	"524"	"0"	"10"	"489"	"25"	"0"	"0"	"0"	"0"
"坦桑尼亚"	"非洲"	"12.19"	"False"	"0"	"0"	"509"	"0"	"21"	"183"	"305"	"0"	"0"	"0"	"0"
"不丹"	"亚洲"	"12.19"	"False"	"1"	"0"	"443"	"0"	"0"	"422"	"21"	"1"	"-2"	"3"	"0"
"柬埔寨"	"亚洲"	"12.19"	"False"	"0"	"0"	"362"	"0"	"0"	"345"	"17"	"0"	"-4"	"4"	"0"
"巴巴多斯"	"北美洲"	"12.19"	"False"	"2"	"0"	"307"	"0"	"7"	"280"	"20"	"2"	"0"	"2"	"0"
"圣卢西亚"	"北美洲"	"12.19"	"False"	"1"	"0"	"280"	"0"	"5"	"253"	"22"	"1"	"-6"	"7"	"0"
"塞舌尔"	"非洲"	"12.19"	"False"	"0"	"0"	"202"	"0"	"0"	"184"	"18"	"0"	"0"	"0"	"0"
"安提瓜和巴布达"	"北美洲"	"12.19"	"False"	"1"	"0"	"152"	"0"	"5"	"141"	"6"	"1"	"1"	"0"	"0"
"文莱"	"亚洲"	"12.19"	"False"	"0"	"0"	"152"	"0"	"3"	"148"	"1"	"0"	"0"	"0"	"0"
"圣文森特和格林纳丁斯"	"北美洲"	"12.19"	"False"	"0"	"0"	"100"	"0"	"0"	"82"	"18"	"0"	"0"	"0"	"0"
"格林纳达"	"北美洲"	"12.19"	"False"	"0"	"0"	"94"	"0"	"0"	"41"	"53"	"0"	"0"	"0"	"0"
"多米尼克"	"北美洲"	"12.19"	"False"	"0"	"0"	"88"	"0"	"0"	"83"	"5"	"0"	"0"	"0"	"0"
"斐济"	"大洋洲"	"12.19"	"False"	"0"	"0"	"46"	"0"	"2"	"42"	"2"	"0"	"0"	"0"	"0"
"老挝"	"亚洲"	"12.19"	"False"	"0"	"0"	"41"	"0"	"0"	"36"	"5"	"0"	"0"	"0"	"0"
"马提尼克岛"	"北美洲"	"03.23"	"False"	"0"	"0"	"37"	"0"	"1"	"0"	"36"	"0"	"0"	"0"	"0"
"东帝汶"	"亚洲"	"12.19"	"False"	"0"	"0"	"31"	"0"	"0"	"30"	"1"	"0"	"0"	"0"	"0"
"圣基茨和尼维斯"	"北美洲"	"12.19"	"False"	"2"	"0"	"30"	"0"	"0"	"24"	"6"	"2"	"2"	"0"	"0"
"梵蒂冈"	"欧洲"	"12.19"	"False"	"0"	"0"	"27"	"0"	"0"	"15"	"12"	"0"	"0"	"0"	"0"
"所罗门群岛"	"大洋洲"	"12.19"	"False"	"0"	"0"	"17"	"0"	"0"	"5"	"12"	"0"	"0"	"0"	"0"
"马绍尔群岛"	"大洋洲"	"12.19"	"False"	"0"	"0"	"4"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"
"瓦努阿图"	"大洋洲"	"12.19"	"False"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"美国"	"北美洲"	"12.20"	"True"	"189415"	"0"	"18077768"	"0"	"323401"	"10545445"	"7208922"	"189415"	"35700"	"151159"	"2556"
"印度"	"亚洲"	"12.20"	"False"	"0"	"0"	"10004599"	"0"	"145136"	"9550712"	"308751"	"0"	"0"	"0"	"0"
"巴西"	"南美洲"	"12.20"	"False"	"50177"	"0"	"7213155"	"0"	"186356"	"6388938"	"637861"	"50177"	"-16512"	"65983"	"706"
"俄罗斯"	"欧洲"	"12.20"	"False"	"0"	"0"	"2792615"	"0"	"49744"	"2233060"	"509811"	"0"	"0"	"0"	"0"
"法国"	"欧洲"	"12.20"	"False"	"17218"	"0"	"2516957"	"0"	"60534"	"189403"	"2267020"	"17218"	"16116"	"915"	"187"
"英国"	"欧洲"	"12.20"	"False"	"27060"	"0"	"2010077"	"0"	"67177"	"4354"	"1938546"	"27060"	"26512"	"14"	"534"
"土耳其"	"亚洲"	"12.20"	"False"	"22195"	"0"	"2004285"	"0"	"17851"	"1779068"	"207366"	"22195"	"-3562"	"25516"	"241"
"意大利"	"欧洲"	"12.20"	"False"	"16305"	"0"	"1938083"	"0"	"68447"	"1249470"	"620166"	"16305"	"-7632"	"23384"	"553"
"西班牙"	"欧洲"	"12.20"	"True"	"11815"	"0"	"1817448"	"0"	"48926"	"196958"	"1571564"	"0"	"0"	"0"	"0"
"阿根廷"	"南美洲"	"12.20"	"False"	"5795"	"0"	"1537169"	"0"	"41763"	"1362617"	"132789"	"5795"	"-158"	"5862"	"91"
"哥伦比亚"	"南美洲"	"12.20"	"False"	"13990"	"0"	"1496062"	"0"	"40268"	"1362543"	"93251"	"13990"	"5219"	"8522"	"249"
"德国"	"欧洲"	"12.20"	"False"	"6275"	"0"	"1494063"	"0"	"25899"	"1096514"	"371650"	"6275"	"5716"	"493"	"66"
"墨西哥"	"北美洲"	"12.20"	"False"	"0"	"0"	"1301546"	"0"	"117249"	"962397"	"221900"	"0"	"0"	"0"	"0"
"波兰"	"欧洲"	"12.20"	"False"	"0"	"0"	"1194110"	"0"	"25254"	"927723"	"241133"	"0"	"0"	"0"	"0"
"伊朗"	"亚洲"	"12.20"	"False"	"0"	"0"	"1152072"	"0"	"53448"	"875943"	"222681"	"0"	"0"	"0"	"0"
"秘鲁"	"南美洲"	"12.20"	"False"	"0"	"0"	"989457"	"0"	"36858"	"928219"	"24380"	"0"	"0"	"0"	"0"
"乌克兰"	"欧洲"	"12.20"	"False"	"0"	"0"	"982937"	"0"	"17072"	"596218"	"369647"	"0"	"0"	"0"	"0"
"南非"	"非洲"	"12.20"	"False"	"10939"	"0"	"912477"	"0"	"24539"	"787782"	"100156"	"10939"	"6721"	"3964"	"254"
"荷兰"	"欧洲"	"12.20"	"False"	"56"	"0"	"687240"	"0"	"10546"	"8509"	"668185"	"56"	"8"	"48"	"0"
"印度尼西亚"	"亚洲"	"12.20"	"False"	"0"	"0"	"657948"	"0"	"19659"	"536260"	"102029"	"0"	"0"	"0"	"0"
"比利时"	"欧洲"	"12.20"	"False"	"0"	"0"	"621039"	"0"	"18455"	"33687"	"568897"	"0"	"0"	"0"	"0"
"捷克"	"欧洲"	"12.20"	"False"	"0"	"0"	"618836"	"0"	"10271"	"531622"	"76943"	"0"	"0"	"0"	"0"
"罗马尼亚"	"欧洲"	"12.20"	"False"	"0"	"0"	"587944"	"0"	"14296"	"493379"	"80269"	"0"	"0"	"0"	"0"
"智利"	"南美洲"	"12.20"	"False"	"0"	"0"	"583355"	"0"	"16101"	"554333"	"12921"	"0"	"0"	"0"	"0"
"伊拉克"	"亚洲"	"12.20"	"False"	"0"	"0"	"583118"	"0"	"12680"	"519005"	"51433"	"0"	"0"	"0"	"0"
"加拿大"	"北美洲"	"12.20"	"False"	"5683"	"0"	"505741"	"0"	"14171"	"416901"	"74669"	"5683"	"128"	"5444"	"111"
